,PC1,PC2,group,tissue,stage,type,sam,idxOrder
RPE_9WP_emb1_rep1_35,0.928064208,-29.92990066,0,RPE,8W,RPE,RPE_9WP_emb1_rep1_35,1894
RPE_9WP_emb1_rep1_36,6.265332505,-35.03532377,0,RPE,8W,RPE,RPE_9WP_emb1_rep1_36,1895
RPE_9WP_emb1_rep1_37,1.457823996,-30.81155256,0,RPE,8W,RPE,RPE_9WP_emb1_rep1_37,1896
RPE_9WP_emb1_rep1_38,2.099822502,-31.57662652,0,RPE,8W,RPE,RPE_9WP_emb1_rep1_38,1897
RPE_9WP_emb1_rep1_39,6.190035794,-35.23588262,0,RPE,8W,RPE,RPE_9WP_emb1_rep1_39,1898
RPE_9WP_emb1_rep1_40,15.47462705,-14.62884567,17,RPE,8W,RPE,RPE_9WP_emb1_rep1_40,1899
RPE_9WP_emb1_rep1_42,0.994456558,-32.14450908,0,RPE,8W,RPE,RPE_9WP_emb1_rep1_42,1900
RPE_9WP_emb1_rep1_43,7.34419548,-26.90293083,0,RPE,8W,RPE,RPE_9WP_emb1_rep1_43,1901
RPE_9WP_emb1_rep1_44,-1.7611567540000002,-31.82024419,0,RPE,8W,RPE,RPE_9WP_emb1_rep1_44,1902
RPE_9WP_emb1_rep1_45,1.93740187,-31.25135549,0,RPE,8W,RPE,RPE_9WP_emb1_rep1_45,1903
RPE_9WP_emb1_rep1_46,10.41453878,-28.25317143,0,RPE,8W,RPE,RPE_9WP_emb1_rep1_46,1904
RPE_9WP_emb1_rep1_47,1.614820827,-29.89529401,0,RPE,8W,RPE,RPE_9WP_emb1_rep1_47,1905
RPE_9WP_emb1_rep1_48,11.13868941,-29.32864879,0,RPE,8W,RPE,RPE_9WP_emb1_rep1_48,1906
RPE_9WP_emb1_rep1_49,1.6288296930000001,-29.59894192,0,RPE,8W,RPE,RPE_9WP_emb1_rep1_49,1907
RPE_9WP_emb1_rep1_50,9.7354132,-23.57081366,0,RPE,8W,RPE,RPE_9WP_emb1_rep1_50,1908
RPE_9WP_emb2_rep1_1,2.415171195,-27.84811326,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_1,1909
RPE_9WP_emb2_rep1_2,-3.2035218519999997,-36.59075441,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_2,1910
RPE_9WP_emb2_rep1_3,3.6929877460000005,-26.91917682,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_3,1911
RPE_9WP_emb2_rep1_4,-3.586228018,-34.56265058,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_4,1912
RPE_9WP_emb2_rep1_5,2.416032117,-28.68403833,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_5,1913
RPE_9WP_emb2_rep1_6,0.9674059540000001,-31.10017102,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_6,1914
RPE_9WP_emb2_rep1_7,7.560827392999999,-26.68485327,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_7,1915
RPE_9WP_emb2_rep1_8,2.210269142,-27.54565907,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_8,1916
RPE_9WP_emb2_rep1_9,-1.387188066,-31.69796152,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_9,1917
RPE_9WP_emb2_rep1_10,15.17948305,-14.59549314,17,RPE,8W,RPE,RPE_9WP_emb2_rep1_10,1918
RPE_9WP_emb2_rep1_11,3.283676795,-27.48271974,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_11,1919
RPE_9WP_emb2_rep1_12,2.264148729,-28.42016214,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_12,1920
RPE_9WP_emb2_rep1_13,0.2084113,-31.92777524,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_13,1921
RPE_9WP_emb2_rep1_14,9.223976386,-23.02794264,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_14,1922
RPE_9WP_emb2_rep1_15,8.002118446,-24.10429288,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_15,1923
RPE_9WP_emb2_rep1_16,1.257554091,-30.35266585,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_16,1924
RPE_9WP_emb2_rep1_17,-0.157048771,-31.46959892,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_17,1925
RPE_9WP_emb2_rep1_18,2.569276875,-27.88902317,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_18,1926
RPE_9WP_emb2_rep1_19,0.866352131,-32.02092013,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_19,1927
RPE_9WP_emb2_rep1_20,-1.242580639,-33.05479147,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_20,1928
RPE_9WP_emb2_rep1_21,8.445296152000001,-35.03898912,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_21,1929
RPE_9WP_emb2_rep1_22,9.353541561,-23.10052354,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_22,1930
RPE_9WP_emb2_rep1_24,2.067611508,-28.76866026,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_24,1931
RPE_9WP_emb2_rep1_25,1.6172260680000001,-33.08913247,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_25,1932
RPE_9WP_emb2_rep1_26,1.836549468,-29.67881659,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_26,1933
RPE_9WP_emb2_rep1_27,1.753617002,-29.34145018,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_27,1934
RPE_9WP_emb2_rep1_28,-1.071726047,-33.18904159,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_28,1935
RPE_9WP_emb2_rep1_29,-3.4787076889999997,-35.70348209,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_29,1936
RPE_9WP_emb2_rep1_30,-0.5125072079999999,-31.49364236,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_30,1937
RPE_9WP_emb2_rep1_31,8.583919347,-23.93309099,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_31,1938
RPE_9WP_emb2_rep1_32,8.403381064,-23.8032241,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_32,1939
RPE_9WP_emb2_rep1_33,-1.575596466,-33.68135617,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_33,1940
RPE_9WP_emb2_rep1_35,1.8367206880000002,-34.11829979,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_35,1941
RPE_9WP_emb2_rep1_36,-3.51102956,-34.19833651,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_36,1942
RPE_9WP_emb2_rep1_37,9.548035096,-23.51850157,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_37,1943
RPE_9WP_emb2_rep1_38,3.734023123,-27.05339082,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_38,1944
RPE_9WP_emb2_rep1_39,9.374354207,-22.97425891,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_39,1945
RPE_9WP_emb2_rep1_40,9.628869474,-23.62860832,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_40,1946
RPE_9WP_emb2_rep1_41,0.281431742,-30.0108392,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_41,1947
RPE_9WP_emb2_rep1_42,-2.751610061,-35.42656739,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_42,1948
RPE_9WP_emb2_rep1_43,2.388044409,-29.32850273,0,RPE,8W,RPE,RPE_9WP_emb2_rep1_43,1949
RPE_9WP_emb2_rep1_44,-27.87626301,-12.75358877,18,RPE,8W,Microglia,RPE_9WP_emb2_rep1_44,1950
RPE_9WP_emb2_rep1_45,-8.770369587000001,-19.78913971,20,RPE,8W,Blood,RPE_9WP_emb2_rep1_45,1951
RET_9WP_emb2_rep1_46,2.9758686869999997,-37.11103788,0,RET,8W,RPE,RET_9WP_emb2_rep1_46,1952
RET_9WP_emb2_rep1_47,-21.42582298,7.546144393,1,RET,8W,RGC,RET_9WP_emb2_rep1_47,1953
RET_9WP_emb2_rep1_48,-21.63085348,7.795254752000001,1,RET,8W,RGC,RET_9WP_emb2_rep1_48,1954
RET_9WP_emb2_rep1_49,2.483516368,-4.1300051810000005,2,RET,8W,RPC,RET_9WP_emb2_rep1_49,1955
RET_9WP_emb2_rep1_50,4.558950706,-2.089426871,9,RET,8W,RPC,RET_9WP_emb2_rep1_50,1956
RPE_9W_emb2_rep1_1,1.630435469,-23.05290171,19,RPE,7W,RPE,RPE_9W_emb2_rep1_1,1957
RPE_9W_emb2_rep1_2,1.176247401,-22.907850699999997,19,RPE,7W,RPE,RPE_9W_emb2_rep1_2,1958
RPE_9W_emb2_rep1_3,8.878702897,-14.429463199999999,19,RPE,7W,RPE,RPE_9W_emb2_rep1_3,1959
RPE_9W_emb2_rep1_4,9.19260666,-14.48542756,17,RPE,7W,RPE,RPE_9W_emb2_rep1_4,1960
RPE_9W_emb2_rep1_5,8.654698802999999,-14.43965934,7,RPE,7W,RGC,RPE_9W_emb2_rep1_5,1961
RPE_9W_emb2_rep1_6,0.671758847,-22.31974373,19,RPE,7W,RPE,RPE_9W_emb2_rep1_6,1962
RPE_9W_emb2_rep1_7,-0.5898516070000001,-23.70447888,19,RPE,7W,RPE,RPE_9W_emb2_rep1_7,1963
RPE_9W_emb2_rep1_8,0.631734968,-22.29512955,19,RPE,7W,RPE,RPE_9W_emb2_rep1_8,1964
RPE_9W_emb2_rep1_9,10.77945381,-15.20157913,17,RPE,7W,RPE,RPE_9W_emb2_rep1_9,1965
RPE_9W_emb2_rep1_10,9.716583076000001,-14.03879379,17,RPE,7W,RPE,RPE_9W_emb2_rep1_10,1966
RPE_9W_emb2_rep1_11,-0.121152627,-21.04887143,19,RPE,7W,RPE,RPE_9W_emb2_rep1_11,1967
RPE_9W_emb2_rep1_12,9.259132018999999,-14.31996889,17,RPE,7W,RPE,RPE_9W_emb2_rep1_12,1968
RPE_9W_emb2_rep1_13,8.60152868,-14.50390385,19,RPE,7W,RPE,RPE_9W_emb2_rep1_13,1969
RPE_9W_emb2_rep1_14,-29.775579800000003,-13.67133738,18,RPE,7W,Microglia,RPE_9W_emb2_rep1_14,1970
RPE_9W_emb2_rep1_15,-29.79963241,-13.62925707,18,RPE,7W,Microglia,RPE_9W_emb2_rep1_15,1971
RPE_9W_emb2_rep1_16,-26.41329169,-11.58218674,18,RPE,7W,Microglia,RPE_9W_emb2_rep1_16,1972
RPE_9W_emb2_rep1_17,-19.15857843,-27.168028600000003,10,RPE,7W,Fibroblast,RPE_9W_emb2_rep1_17,1973
RPE_9W_emb2_rep1_18,-19.34973862,-27.18764865,10,RPE,7W,Fibroblast,RPE_9W_emb2_rep1_18,1974
RPE_9W_emb2_rep1_19,-19.34822178,-27.04686617,10,RPE,7W,Fibroblast,RPE_9W_emb2_rep1_19,1975
RPE_9W_emb2_rep1_20,-19.03700861,-27.51505192,10,RPE,7W,Fibroblast,RPE_9W_emb2_rep1_20,1976
RPE_9W_emb2_rep1_21,-19.26359496,-26.91451915,10,RPE,7W,Fibroblast,RPE_9W_emb2_rep1_21,1977
RPE_9W_emb2_rep1_22,-18.89786683,-27.0033967,10,RPE,7W,Fibroblast,RPE_9W_emb2_rep1_22,1978
RPE_9W_emb2_rep1_24,-19.30549918,-27.06352303,10,RPE,7W,Fibroblast,RPE_9W_emb2_rep1_24,1979
RPE_9W_emb2_rep1_25,-19.56120626,-26.87954389,10,RPE,7W,Fibroblast,RPE_9W_emb2_rep1_25,1980
RET_9W_emb2_rep1_26,-0.504907566,5.516533786,12,RET,7W,Horizontal,RET_9W_emb2_rep1_26,1981
RET_9W_emb2_rep1_27,8.153108387,12.82023082,12,RET,7W,Horizontal,RET_9W_emb2_rep1_27,1982
RET_9W_emb2_rep1_28,-14.77579452,13.05057922,7,RET,7W,RGC,RET_9W_emb2_rep1_28,1983
RET_9W_emb2_rep1_29,5.23844748,0.9577702990000001,9,RET,7W,RPC,RET_9W_emb2_rep1_29,1984
RET_9W_emb2_rep1_30,-14.34535179,13.24421953,7,RET,7W,RGC,RET_9W_emb2_rep1_30,1985
RET_9W_emb2_rep1_31,-14.07867796,13.06436418,7,RET,7W,RGC,RET_9W_emb2_rep1_31,1986
RET_9W_emb2_rep1_32,5.214496959,1.017981182,9,RET,7W,RPC,RET_9W_emb2_rep1_32,1987
RET_9W_emb2_rep1_33,-3.526230198,12.28266916,12,RET,7W,Horizontal,RET_9W_emb2_rep1_33,1988
RET_9W_emb2_rep1_35,-7.145101812999999,-19.00890735,20,RET,7W,Blood,RET_9W_emb2_rep1_35,1989
RET_9W_emb2_rep1_36,-14.32337225,13.29295794,7,RET,7W,RGC,RET_9W_emb2_rep1_36,1990
RET_9W_emb2_rep1_37,-12.3611875,10.80012563,1,RET,7W,RGC,RET_9W_emb2_rep1_37,1991
RET_9W_emb2_rep1_38,-12.94330099,11.20075225,7,RET,7W,RGC,RET_9W_emb2_rep1_38,1992
RET_9W_emb2_rep1_39,-13.18099444,11.36163126,7,RET,7W,RGC,RET_9W_emb2_rep1_39,1993
RET_9W_emb2_rep1_40,-7.384797892000001,-5.7926579160000005,12,RET,7W,RPC,RET_9W_emb2_rep1_40,1994
RET_9W_emb2_rep1_41,-8.080437832000001,7.456762291,4,RET,7W,RGC,RET_9W_emb2_rep1_41,1995
RET_9W_emb2_rep1_42,7.913845502999999,2.411716106,9,RET,7W,RPC,RET_9W_emb2_rep1_42,1996
RET_9W_emb2_rep1_43,-8.354669641000001,7.4275585479999995,4,RET,7W,RGC,RET_9W_emb2_rep1_43,1997
RET_9W_emb2_rep1_44,-10.33698751,3.177632131,4,RET,7W,RGC,RET_9W_emb2_rep1_44,1998
RET_9W_emb2_rep1_45,-13.8489098,13.11001257,7,RET,7W,RGC,RET_9W_emb2_rep1_45,1999
RET_9W_emb2_rep1_46,-13.06797108,11.63196064,7,RET,7W,RGC,RET_9W_emb2_rep1_46,2000
RET_9W_emb2_rep1_47,-2.020746625,12.2361584,12,RET,7W,Horizontal,RET_9W_emb2_rep1_47,2001
RET_9W_emb2_rep1_48,-16.63051603,12.71612995,7,RET,7W,RGC,RET_9W_emb2_rep1_48,2002
RET_9W_emb2_rep1_49,-1.060682843,11.46346123,12,RET,7W,Horizontal,RET_9W_emb2_rep1_49,2003
RET_9W_emb2_rep1_50,7.874723218,2.496785463,9,RET,7W,RPC,RET_9W_emb2_rep1_50,2004
RPE_9W_emb1_rep1_1,-0.337761966,-21.76776417,19,RPE,7W,RPE,RPE_9W_emb1_rep1_1,2005
RPE_9W_emb1_rep1_2,2.345474398,-20.45743434,19,RPE,7W,RPE,RPE_9W_emb1_rep1_2,2006
RPE_9W_emb1_rep1_3,2.425112564,-20.41932624,19,RPE,7W,RPE,RPE_9W_emb1_rep1_3,2007
RPE_9W_emb1_rep1_4,2.221950198,-20.55245641,19,RPE,7W,RPE,RPE_9W_emb1_rep1_4,2008
RPE_9W_emb1_rep1_5,1.6056665669999999,-22.66260671,19,RPE,7W,RPE,RPE_9W_emb1_rep1_5,2009
RPE_9W_emb1_rep1_6,1.272708387,-21.68479107,19,RPE,7W,RPE,RPE_9W_emb1_rep1_6,2010
RPE_9W_emb1_rep1_7,1.354810368,-21.25243946,19,RPE,7W,RPE,RPE_9W_emb1_rep1_7,2011
RPE_9W_emb1_rep1_8,1.6115930669999998,-21.97718152,19,RPE,7W,RPE,RPE_9W_emb1_rep1_8,2012
RPE_9W_emb1_rep1_9,1.951400143,-22.07830902,19,RPE,7W,RPE,RPE_9W_emb1_rep1_9,2013
RPE_9W_emb1_rep1_10,1.001420612,-21.40389214,19,RPE,7W,RPE,RPE_9W_emb1_rep1_10,2014
RPE_9W_emb1_rep1_11,-0.174435268,-21.00554653,19,RPE,7W,RPE,RPE_9W_emb1_rep1_11,2015
RPE_9W_emb1_rep1_12,2.321974619,-21.06617024,19,RPE,7W,RPE,RPE_9W_emb1_rep1_12,2016
RPE_9W_emb1_rep1_13,1.485235396,-21.97360313,19,RPE,7W,RPE,RPE_9W_emb1_rep1_13,2017
RPE_9W_emb1_rep1_14,-0.9133408040000001,-21.86071272,19,RPE,7W,RPE,RPE_9W_emb1_rep1_14,2018
RPE_9W_emb1_rep1_15,-0.103041015,-20.93212188,19,RPE,7W,RPE,RPE_9W_emb1_rep1_15,2019
RPE_9W_emb1_rep1_16,12.81954379,-14.72893337,17,RPE,7W,RPE,RPE_9W_emb1_rep1_16,2020
RPE_9W_emb1_rep1_17,-0.34950495,-23.29349807,19,RPE,7W,RPE,RPE_9W_emb1_rep1_17,2021
RPE_9W_emb1_rep1_18,1.291130295,-21.67387111,19,RPE,7W,RPE,RPE_9W_emb1_rep1_18,2022
RPE_9W_emb1_rep1_19,1.948153807,-21.40745776,19,RPE,7W,RPE,RPE_9W_emb1_rep1_19,2023
RPE_9W_emb1_rep1_20,1.6625503959999999,-21.46609531,19,RPE,7W,RPE,RPE_9W_emb1_rep1_20,2024
RPE_9W_emb1_rep1_21,1.620378281,-22.2837143,19,RPE,7W,RPE,RPE_9W_emb1_rep1_21,2025
RPE_9W_emb1_rep1_22,0.981296315,-21.39602209,19,RPE,7W,RPE,RPE_9W_emb1_rep1_22,2026
RPE_9W_emb1_rep1_24,1.5885087519999999,-21.99942766,19,RPE,7W,RPE,RPE_9W_emb1_rep1_24,2027
RPE_9W_emb1_rep1_25,1.564281311,-21.96550876,19,RPE,7W,RPE,RPE_9W_emb1_rep1_25,2028
RPE_9W_emb1_rep1_26,1.033953881,-20.92968339,19,RPE,7W,RPE,RPE_9W_emb1_rep1_26,2029
RPE_9W_emb1_rep1_27,-17.39243505,-27.84922661,10,RPE,7W,Fibroblast,RPE_9W_emb1_rep1_27,2030
RPE_9W_emb1_rep1_28,-17.51362442,-27.77125528,10,RPE,7W,Fibroblast,RPE_9W_emb1_rep1_28,2031
RPE_9W_emb1_rep1_29,-7.825366487999999,-19.81469032,20,RPE,7W,Blood,RPE_9W_emb1_rep1_29,2032
RPE_9W_emb1_rep1_30,-17.36077283,-27.91927176,10,RPE,7W,Fibroblast,RPE_9W_emb1_rep1_30,2033
RPE_9W_emb1_rep1_31,-18.15679818,-25.28503874,10,RPE,7W,Fibroblast,RPE_9W_emb1_rep1_31,2034
RPE_9W_emb1_rep1_32,-18.5837813,-25.72980456,10,RPE,7W,Fibroblast,RPE_9W_emb1_rep1_32,2035
RPE_9W_emb1_rep1_33,-29.90226781,-13.80138752,18,RPE,7W,Microglia,RPE_9W_emb1_rep1_33,2036
RPE_9W_emb1_rep1_35,-18.51193888,-25.89013303,10,RPE,7W,Fibroblast,RPE_9W_emb1_rep1_35,2037
RPE_9W_emb1_rep1_36,-18.88607036,-25.84129983,10,RPE,7W,Fibroblast,RPE_9W_emb1_rep1_36,2038
RPE_9W_emb1_rep1_37,-18.946855300000003,-26.39989429,10,RPE,7W,Fibroblast,RPE_9W_emb1_rep1_37,2039
RPE_9W_emb1_rep1_38,-18.88647266,-26.00870791,10,RPE,7W,Fibroblast,RPE_9W_emb1_rep1_38,2040
RPE_9W_emb1_rep1_39,-19.05566424,-25.47655178,10,RPE,7W,Fibroblast,RPE_9W_emb1_rep1_39,2041
RPE_9W_emb1_rep1_40,-18.4975656,-26.04641495,10,RPE,7W,Fibroblast,RPE_9W_emb1_rep1_40,2042
RPE_9W_emb1_rep1_41,-19.00048435,-26.23612451,10,RPE,7W,Fibroblast,RPE_9W_emb1_rep1_41,2043
RPE_9W_emb1_rep1_42,-18.78624541,-25.39277605,10,RPE,7W,Fibroblast,RPE_9W_emb1_rep1_42,2044
RPE_9W_emb1_rep1_43,-7.784775762000001,-19.86566687,20,RPE,7W,Blood,RPE_9W_emb1_rep1_43,2045
RPE_9W_emb1_rep1_44,-18.62356631,-25.43154301,10,RPE,7W,Fibroblast,RPE_9W_emb1_rep1_44,2046
RPE_9W_emb1_rep1_45,-19.09928037,-25.68891953,10,RPE,7W,Fibroblast,RPE_9W_emb1_rep1_45,2047
RPE_9W_emb1_rep1_46,-18.89975497,-26.16444872,10,RPE,7W,Fibroblast,RPE_9W_emb1_rep1_46,2048
RPE_9W_emb1_rep1_47,-18.80085874,-25.80758497,10,RPE,7W,Fibroblast,RPE_9W_emb1_rep1_47,2049
RPE_9W_emb1_rep1_48,-18.178585,-26.55256755,10,RPE,7W,Fibroblast,RPE_9W_emb1_rep1_48,2050
RPE_9W_emb1_rep1_49,-17.41923455,-27.8493735,10,RPE,7W,Fibroblast,RPE_9W_emb1_rep1_49,2051
RPE_9W_emb1_rep1_50,-18.99426893,-25.79330224,10,RPE,7W,Fibroblast,RPE_9W_emb1_rep1_50,2052
RET_9W_emb1_rep1_1,6.712875682000001,-2.873607947,2,RET,7W,RPC,RET_9W_emb1_rep1_1,2053
RET_9W_emb1_rep1_2,-17.77124584,-27.1213533,10,RET,7W,Fibroblast,RET_9W_emb1_rep1_2,2054
RET_9W_emb1_rep1_3,-17.47487073,-27.913929600000003,10,RET,7W,Fibroblast,RET_9W_emb1_rep1_3,2055
RET_9W_emb1_rep1_4,8.485897411,-2.189005372,2,RET,7W,RPC,RET_9W_emb1_rep1_4,2056
RET_9W_emb1_rep1_5,8.611052877,-2.9368274739999998,2,RET,7W,RPC,RET_9W_emb1_rep1_5,2057
RET_9W_emb1_rep1_6,-0.185526816,-2.681160822,2,RET,7W,RPC,RET_9W_emb1_rep1_6,2058
RET_9W_emb1_rep1_7,8.1144809,-3.32714359,2,RET,7W,RPC,RET_9W_emb1_rep1_7,2059
RET_9W_emb1_rep1_8,-6.7096304810000005,-11.72798249,2,RET,7W,RPC,RET_9W_emb1_rep1_8,2060
RET_9W_emb1_rep1_9,-6.396768592999999,-11.94962251,2,RET,7W,RPC,RET_9W_emb1_rep1_9,2061
RET_9W_emb1_rep1_10,8.353963543999999,-3.0005699580000003,2,RET,7W,RPC,RET_9W_emb1_rep1_10,2062
RET_9W_emb1_rep1_11,2.0558387380000003,4.530111918,9,RET,7W,RPC,RET_9W_emb1_rep1_11,2063
RET_9W_emb1_rep1_12,8.61515128,-2.171167619,2,RET,7W,RPC,RET_9W_emb1_rep1_12,2064
RET_9W_emb1_rep1_13,8.367204209,-2.102869554,2,RET,7W,RPC,RET_9W_emb1_rep1_13,2065
RET_9W_emb1_rep1_14,-6.516586524,-11.89836306,2,RET,7W,RPC,RET_9W_emb1_rep1_14,2066
RET_9W_emb1_rep1_15,7.334992667000001,-2.663587436,2,RET,7W,RPC,RET_9W_emb1_rep1_15,2067
RET_9W_emb1_rep1_16,8.223182785,-1.62551284,2,RET,7W,RPC,RET_9W_emb1_rep1_16,2068
RET_9W_emb1_rep1_17,8.170178837,-2.812643875,2,RET,7W,RPC,RET_9W_emb1_rep1_17,2069
RET_9W_emb1_rep1_18,6.907034297,-2.9002294330000002,2,RET,7W,RPC,RET_9W_emb1_rep1_18,2070
RET_9W_emb1_rep1_19,8.512811657,-2.1674647069999997,2,RET,7W,RPC,RET_9W_emb1_rep1_19,2071
RET_9W_emb1_rep1_20,-29.811850699999997,-13.66568558,18,RET,7W,Microglia,RET_9W_emb1_rep1_20,2072
RET_9W_emb1_rep1_21,-6.4728514960000005,-11.81652866,2,RET,7W,RPC,RET_9W_emb1_rep1_21,2073
RET_9W_emb1_rep1_22,8.331593577000001,-1.8172611440000002,2,RET,7W,RPC,RET_9W_emb1_rep1_22,2074
RET_9W_emb1_rep1_24,7.643536236,-3.2006654310000004,2,RET,7W,RPC,RET_9W_emb1_rep1_24,2075
RET_9W_emb1_rep1_25,-10.0177032,-1.121646031,4,RET,7W,RGC,RET_9W_emb1_rep1_25,2076
RET_9W_emb1_rep1_26,-30.20194496,-13.80452422,18,RET,7W,Microglia,RET_9W_emb1_rep1_26,2077
RET_9W_emb1_rep1_27,7.828897296,-2.8797493839999997,2,RET,7W,RPC,RET_9W_emb1_rep1_27,2078
RET_9W_emb1_rep1_28,6.818171276,-2.115192531,2,RET,7W,RPC,RET_9W_emb1_rep1_28,2079
RET_9W_emb1_rep1_29,7.452863428,-2.749212692,2,RET,7W,RPC,RET_9W_emb1_rep1_29,2080
RET_9W_emb1_rep1_30,8.576769509,-2.136521143,2,RET,7W,RPC,RET_9W_emb1_rep1_30,2081
RET_9W_emb1_rep1_31,-6.523905159,-11.91281902,2,RET,7W,RPC,RET_9W_emb1_rep1_31,2082
RET_9W_emb1_rep1_32,-30.36613498,-13.93358607,18,RET,7W,Microglia,RET_9W_emb1_rep1_32,2083
RET_9W_emb1_rep1_33,-30.38207497,-13.59110669,18,RET,7W,Microglia,RET_9W_emb1_rep1_33,2084
RET_9W_emb1_rep2_1,-15.14124454,11.93588882,7,RET,7W,RGC,RET_9W_emb1_rep2_1,2085
RET_9W_emb1_rep2_2,-10.05879681,-8.870084057,12,RET,7W,RPC,RET_9W_emb1_rep2_2,2086
RET_9W_emb1_rep2_3,4.528304865,1.7410385169999998,9,RET,7W,RPC,RET_9W_emb1_rep2_3,2087
RET_9W_emb1_rep2_4,-15.25523287,11.37272839,7,RET,7W,RGC,RET_9W_emb1_rep2_4,2088
RET_9W_emb1_rep2_5,-3.2209490689999996,14.14020765,12,RET,7W,Horizontal,RET_9W_emb1_rep2_5,2089
RET_9W_emb1_rep2_6,-15.42816529,12.35437283,7,RET,7W,RGC,RET_9W_emb1_rep2_6,2090
RET_9W_emb1_rep2_7,-15.49772743,11.58828904,7,RET,7W,RGC,RET_9W_emb1_rep2_7,2091
RET_9W_emb1_rep2_8,-12.79078487,4.939847873,4,RET,7W,RGC,RET_9W_emb1_rep2_8,2092
RET_9W_emb1_rep2_9,-2.9965422439999996,16.9765103,12,RET,7W,Horizontal,RET_9W_emb1_rep2_9,2093
RET_9W_emb1_rep2_10,-15.34414293,12.21372587,7,RET,7W,RGC,RET_9W_emb1_rep2_10,2094
RET_9W_emb1_rep2_11,-15.26297894,5.769605376,7,RET,7W,RGC,RET_9W_emb1_rep2_11,2095
RET_9W_emb1_rep2_12,-7.763744451,7.474705161,4,RET,7W,RGC,RET_9W_emb1_rep2_12,2096
RET_9W_emb1_rep2_13,-17.168616,12.76165609,7,RET,7W,RGC,RET_9W_emb1_rep2_13,2097
RET_9W_emb1_rep2_14,-15.23465607,4.446542131,4,RET,7W,RGC,RET_9W_emb1_rep2_14,2098
RET_9W_emb1_rep2_15,-13.34276615,5.575704935,4,RET,7W,RGC,RET_9W_emb1_rep2_15,2099
RET_9W_emb1_rep2_16,3.763756175,3.412818455,9,RET,7W,RPC,RET_9W_emb1_rep2_16,2100
RET_9W_emb1_rep2_17,3.884477152,2.189769824,9,RET,7W,RPC,RET_9W_emb1_rep2_17,2101
RET_9W_emb1_rep2_18,-13.68739556,6.131944813,4,RET,7W,RGC,RET_9W_emb1_rep2_18,2102
RET_9W_emb1_rep2_19,-16.84651858,10.42295639,7,RET,7W,RGC,RET_9W_emb1_rep2_19,2103
RET_9W_emb1_rep2_20,-15.15794023,11.4910809,7,RET,7W,RGC,RET_9W_emb1_rep2_20,2104
RET_9W_emb1_rep2_21,-15.38042995,11.17008568,7,RET,7W,RGC,RET_9W_emb1_rep2_21,2105
RET_9W_emb1_rep2_22,-0.319518678,8.516280745,12,RET,7W,Horizontal,RET_9W_emb1_rep2_22,2106
RET_9W_emb1_rep2_24,-15.48680017,4.7766571010000005,4,RET,7W,RGC,RET_9W_emb1_rep2_24,2107
RET_9W_emb1_rep2_25,3.59151951,3.482733516,9,RET,7W,RPC,RET_9W_emb1_rep2_25,2108
RET_9W_emb1_rep2_26,-3.20486343,9.972185184,12,RET,7W,Horizontal,RET_9W_emb1_rep2_26,2109
RET_9W_emb1_rep2_27,-13.8163695,11.95237735,7,RET,7W,RGC,RET_9W_emb1_rep2_27,2110
RET_9W_emb1_rep2_28,-15.31446509,11.69278309,7,RET,7W,RGC,RET_9W_emb1_rep2_28,2111
